Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Raw Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Accented Raw Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Accented Corrosive Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Accented Destructive Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Accented Vengeful Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Accented Steadfast Stone Tiles
chiselsandbits:block_bit:0, Chiseled Bit - Raw Stone
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Stone
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Stone
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Stone
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Raw Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Corrosive Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Destructive Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Vengeful Stone
chiselsandbits:block_bit:0, Chiseled Bit - Polished Steadfast Stone
chiselsandbits:block_bit:0, Chiseled Bit - Raw Demon Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Demon Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Demon Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Demon Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Demon Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Raw Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Accented Raw Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Accented Corrosive Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Accented Destructive Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Accented Vengeful Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Accented Steadfast Stone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Raw Stone Pillar Cap Down
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Stone Pillar Cap Down
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Stone Pillar Cap Down
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Stone Pillar Cap Down
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Stone Pillar Cap Down
chiselsandbits:block_bit:0, Chiseled Bit - Raw Demon Eye
chiselsandbits:block_bit:0, Chiseled Bit - Corrosive Demon Eye
chiselsandbits:block_bit:0, Chiseled Bit - Destructive Demon Eye
chiselsandbits:block_bit:0, Chiseled Bit - Vengeful Demon Eye
chiselsandbits:block_bit:0, Chiseled Bit - Steadfast Demon Eye
chiselsandbits:block_bit:0, Chiseled Bit - Dense Construction Block
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Bronze Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Refined Obsidian Down
chiselsandbits:block_bit:0, Chiseled Bit - Charcoal Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Refined Glowstone Down
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Basic Bin Down
chiselsandbits:block_bit:0, Chiseled Bit - Teleporter Frame Down
chiselsandbits:block_bit:0, Chiseled Bit - Steel Casing Down
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Tank Down
chiselsandbits:block_bit:0, Chiseled Bit - Structural Glass Down
chiselsandbits:block_bit:0, Chiseled Bit - Dynamic Valve Down
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block Down
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Controller Down
chiselsandbits:block_bit:0, Chiseled Bit - Thermal Evaporation Valve Down
chiselsandbits:block_bit:0, Chiseled Bit - Osmium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Slick Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Glow Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Reinforced Plastic Block
chiselsandbits:block_bit:0, Chiseled Bit - §8Black Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §cRed Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §2Green Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Brown Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §1Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §5Purple Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §3Cyan Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §7Light Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §8Grey Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dPink Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §aLime Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §eYellow Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §9Light Blue Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §dMagenta Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §6Orange Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - §fWhite Plastic Road
chiselsandbits:block_bit:0, Chiseled Bit - Salt Block
chiselsandbits:block_bit:0, Chiseled Bit - Porcelain Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Marine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Golden Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dragon Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Lava Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Monochrome Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Unfired Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - White Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Orange Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Lime Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Pink Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Gray Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Purple Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Blue Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Brown Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Green Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Red Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Black Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Rainbow Porcelain
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Oak Trim
chiselsandbits:block_bit:0, Chiseled Bit - Compact Machine Wall
chiselsandbits:block_bit:0, Chiseled Bit - Kitchen Floor
chiselsandbits:block_bit:0, Chiseled Bit - Electrical Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Vibrant Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Conductive Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Pulsating Iron Block
chiselsandbits:block_bit:0, Chiseled Bit - Dark Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Soularium Block
chiselsandbits:block_bit:0, Chiseled Bit - End Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Iron Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Compressed Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Double Compressed Infinity Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Alloy Smelter (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Item Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Power Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Omni Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Creative Buffer (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Crafter (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Painting Machine (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Power Monitor (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - SAG Mill (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Slice'N'Splice (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Stirling Generator (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Fluid Tank (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Pressurized Fluid Tank (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Travel Anchor (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Vacuum Chest (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Wireless Charger (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - XP Vacuum (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Simple Alloy Smelter (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Simple Stirling Generator (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Wired Charger (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Simple Sagmill (decoration block) South
chiselsandbits:block_bit:0, Chiseled Bit - Industrial Insulation
chiselsandbits:block_bit:0, Chiseled Bit - Crude Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Melodic Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Stellar Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Crystalline Pink Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Energetic Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Vivid Alloy Block
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Pearl Brick
chiselsandbits:block_bit:0, Chiseled Bit - Carved Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Pearl Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Wither Dust Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Carved Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Corrupted Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Checkered Wither Dust Block
chiselsandbits:block_bit:0, Chiseled Bit - Twilight Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Canopy Tree Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Roots
chiselsandbits:block_bit:0, Chiseled Bit - Roots
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Mazestone
chiselsandbits:block_bit:0, Chiseled Bit - Decorative Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Mazestone Brick
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Mosaic
chiselsandbits:block_bit:0, Chiseled Bit - Mazestone Border
chiselsandbits:block_bit:0, Chiseled Bit - Uncrafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Head
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Head
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Transwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Clock Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Heart of Transformation Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Core Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Engine Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Towerwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Encased Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Infested Towerwood
chiselsandbits:block_bit:0, Chiseled Bit - Reappearing Block
chiselsandbits:block_bit:0, Chiseled Bit - Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Locked Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Unlocked Vanishing Block
chiselsandbits:block_bit:0, Chiseled Bit - Carminite Builder
chiselsandbits:block_bit:0, Chiseled Bit - Anti-builder
chiselsandbits:block_bit:0, Chiseled Bit - Ghast Trap
chiselsandbits:block_bit:0, Chiseled Bit - Carminite Reactor
chiselsandbits:block_bit:0, Chiseled Bit - Stronghold Shield Down
chiselsandbits:block_bit:0, Chiseled Bit - Aurora Block
chiselsandbits:block_bit:0, Chiseled Bit - Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Underbrick
chiselsandbits:block_bit:0, Chiseled Bit - Underbrick Floor
chiselsandbits:block_bit:0, Chiseled Bit - Weathered Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Deadrock
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Aurora Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Trollsteinn
chiselsandbits:block_bit:0, Chiseled Bit - Fluffy Cloud
chiselsandbits:block_bit:0, Chiseled Bit - Giant Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Giant Log
chiselsandbits:block_bit:0, Chiseled Bit - Giant Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Huge Stalk
chiselsandbits:block_bit:0, Chiseled Bit - Huge Mushgloom
chiselsandbits:block_bit:0, Chiseled Bit - Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Worn Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Castle Roof Tile
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Thick Castle Brick
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar East/West
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Pillar North/South
chiselsandbits:block_bit:0, Chiseled Bit - Encased Castle Brick Tile mod.chiselsandbits.pretty.axis-none
chiselsandbits:block_bit:0, Chiseled Bit - Pink Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Blue Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Violet Castle Rune Brick
chiselsandbits:block_bit:0, Chiseled Bit - Cinder Furnace [NYI] South
chiselsandbits:block_bit:0, Chiseled Bit - Cinder Log [NYI] Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Violet Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Pink Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Blue Castle Door
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ironwood
chiselsandbits:block_bit:0, Chiseled Bit - Block of Fiery Metal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steeleaf
chiselsandbits:block_bit:0, Chiseled Bit - Block of Arctic Fur
chiselsandbits:block_bit:0, Chiseled Bit - Block of Carminite
chiselsandbits:block_bit:0, Chiseled Bit - Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ruined Etched Nagastone Down
chiselsandbits:block_bit:0, Chiseled Bit - Ruined Nagastone Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terrorcotta (Circular) South
chiselsandbits:block_bit:0, Chiseled Bit - Terrorcotta (Diagonal)
chiselsandbits:block_bit:0, Chiseled Bit - tile.twilightforest.StonePillar.name Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Twilight Oak Planks
chiselsandbits:block_bit:0, Chiseled Bit - Canopy Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mangrove Planks
chiselsandbits:block_bit:0, Chiseled Bit - Darkwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Timewood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Transwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Minewood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sortingwood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Soot-covered Machine Casing
chiselsandbits:block_bit:0, Chiseled Bit - Glitch Infused Block
chiselsandbits:block_bit:0, Chiseled Bit - Molecular Exciter Down
chiselsandbits:block_bit:0, Chiseled Bit - Phasing Block
chiselsandbits:block_bit:0, Chiseled Bit - Phasing Block (inverted)
chiselsandbits:block_bit:0, Chiseled Bit - Yellorium Block
chiselsandbits:block_bit:0, Chiseled Bit - Anglesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Blutonium Block
chiselsandbits:block_bit:0, Chiseled Bit - Benitoite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Block
chiselsandbits:block_bit:0, Chiseled Bit - Cyanite Block
chiselsandbits:block_bit:0, Chiseled Bit - Yellorite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ludicrite Block
chiselsandbits:block_bit:0, Chiseled Bit - Flux Block
chiselsandbits:block_bit:0, Chiseled Bit - Logic Programmer North
chiselsandbits:block_bit:0, Chiseled Bit - Menril Wood East/West
chiselsandbits:block_bit:0, Chiseled Bit - Enriched Menril Wood East/West
chiselsandbits:block_bit:0, Chiseled Bit - Menril Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Block of Crystalized Menril
chiselsandbits:block_bit:0, Chiseled Bit - Crystalized Menril Brick
chiselsandbits:block_bit:0, Chiseled Bit - Block of Crystalized Chorus
chiselsandbits:block_bit:0, Chiseled Bit - Crystalized Chorus Brick
chiselsandbits:block_bit:0, Chiseled Bit - Machine Frame
chiselsandbits:block_bit:0, Chiseled Bit - Machine Base
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Dimensional Shard Ore
chiselsandbits:block_bit:0, Chiseled Bit - Destination Analyzer Down
chiselsandbits:block_bit:0, Chiseled Bit - Matter Booster Down
chiselsandbits:block_bit:0, Chiseled Bit - Wither Boss Death Muffler
chiselsandbits:block_bit:0, Chiseled Bit - Ender Dragon Death Muffler
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Stone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Proxy
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Proxy (update)
chiselsandbits:block_bit:0, Chiseled Bit - White Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Orange Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Lime Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Pink Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Gray Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Purple Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Blue Cobblestone
